video_id,channel_id,channel_title,title,description,published_at,duration,view_count,like_count,fave_count,comment_count
Qi8ltzDC7C8,UCfZsRZxlCaaSHb4OS48hj7g,Hiburan Populer,KASUSNYA VIRAL KEMBALI!? Begini Kabar Terbaru Ferdy Sambo Usai 2 Tahun Berlalu,"Apakah kalian masih ingat dengan sosok satu ini? Ya tentu saja ya, siapa yang tidak ingat dengan kasus ini. Kasus yang membuat geger satu Indonesia. Nah, kabarnya nih, atau berita terbarunya nih, Ferdy Sambo, mantan Kadiv Propam Polri, telah dinyatakan bersalah atas kasus pembunuhan Brigadir Yosua Hutabarat atau Brigadir J. Belum selesai disitu, Ferdy Sambo sekarang kabarnya tengah menghadapi masalah baru setelah keluarga almarhum Brigadir J mengajukan gugatan perdata di Pengadilan Negeri Jakarta Selatan yang nilai tuntutannya senilai miliaran rupiah. Kalian penasaran dengan kabar terbarunya? Seperti apa babak baru kasus ini? Mari kita simak ulasan lengkapnya berikut ini.

For Business: hiburanpopuler@gmail.com
===============================
Selamat datang di #hiburanpopuler, channel youtube #indonesia yang membahas berita terbaru seputar #dunia #hiburan. Di sini Anda akan menemukan video-video yang informatif, menghibur, dan menarik tentang #artis #beritaartis #gosipartis #vídeoviral #viral #kabarartis #beritaviral #film #musik #drama, dan banyak lagi. Kami akan mengupdate Anda dengan #berita berita terhangat dan terpercaya dari sumber-sumber terkemuka. Jangan lupa untuk subscribe, like, dan share channel kami agar tidak ketinggalan video-video terbaru dari Hiburan Populer. Terima kasih telah menonton dan selamat bersenang-senang! 😊

Disclaimer: 
gambar artis, ataupun #video artis terbaru dan #berita artis terupdate yang ada di Channel ini terkadang berasal dari berbagai sumber media lain. Hak Cipta sepenuhnya dipegang oleh sumber tersebut. Jika ada masalah terkait hal ini, Anda dapat menghubungi kami.",2024-07-23T05:15:00Z,PT8M2S,1400527,5772,0,1451
z7pEL_GDCqY,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"[FULL] Ferdy Sambo Dicecar Hakim di Sidang Obstruction of Justice: Saya Berdosa, Semua Salah Saya","TRIBUN-VIDEO.COM - Ferdy Sambo merasa berdosa terhadap 6 terdakwa kasus perintangan penyidikan atau obstruction of justice.

Lantaran akibat skenario bohong yang dibuatnya soal tewasnya Brigadir Pol Nofriansyah Yosua Hutabarat, rekannya tersebut dipecat tidak dengan hormat dan harus menjalani proses pidana.

Keenam orang adalah, Hendra Kurniawan, Agus Nurpatria, Arif Rachman Arifin, Baiquni Wibowo, Chuck Putranto, dan Irfan Widyanto.

“Saya sesali ini, saya berdosa sama mereka dan keluarga berat sekali beban yang harus saya tanggung,” ucap Ferdy Sambo saat menjadi saksi mahkota dalam sidang untuk terdakwa Hendra Kurniawan, Agus Nurpatria, dan Arif Rachman Arifin dalam kasus Perintangan Penyidikan atau Obstruction of Justice di Pengadilan Negeri Jakarta Selatan, Kamis Malam (5/1/2023).

Dalam sidang, Ferdy Sambo mengaku sudah membuat pernyataan di setiap tingkat pemeriksaan baik di etik maupun penyidikan.

Bahwasanya, 6 orang yang saat ini menjalani proses pidana maupun disanksi etik tidak bersalah dan tidak tahu menahu soal skenario bohong tewasnya Yosua.(*)


#beritaterbaru #beritaterkini #beritaviral #live #breakingnews #putricandrawathi #bharadae #kuatmaruf #brigadiryosua #rickyrizal #sidang #cctv #pnjaksel #pengadilan #sidangsambo #brigadirj #sambo #ferdysambo #brigadirjoshua",2023-01-06T06:03:10Z,PT1H29M55S,1325277,9312,0,2133
nJR8MxYZL8k,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,TERKUAK Alasan Ferdy Sambo Selamat dari Vonis Mati Berjasa kepada Negara!,"TRIBUN-MEDAN.COM - Hukuman Ferdy Sambo mendapat keringanan dari Mahkamah Agung (MA) bikin warganet murka.

Tak sedikit warganet yang menyayangkan keputusan MA dalam menyunat masal hukuman para tersangka kasus pembunuhan Brigadir J.

Dilansir dari Kompas.com, Ferdy Sambo dinilai telah berjasa terhadap negara selama menjadi anggota Korps Bhayangkara.

Hal itu menjadi pertimbangan Majelis Kasasi mengubah vonis mati terhadap Ferdy Sambo menjadi seumur hidup.

Hal ini yang dinilai oleh Majelis Hakim Kasasi tidak dipertimbangkan oleh Pengadilan Negeri Jakarta Selatan atau Pengadilan tingkat pertama dan Pengadilan Tinggi Jakarta di tingkat banding.

Bergabung dengan channel ini untuk mendapatkan akses ke berbagai keuntungan:
https://www.youtube.com/channel/UCwFc1bMj5KFxX8BJ1wBRuzw/join",2023-08-28T09:26:05Z,PT1M,1333244,14508,0,4125
LMG91DEOHdg,UCPeJD9TMy-MVczAomWVHNlw,Informasi Update,5 dugaan Kebohongan Ferdy Sambo #ferdysambo #brigadirj #bharadae #beritaviral  #shorts,,2022-08-14T10:51:22Z,PT19S,1320437,8491,0,191
OjSZ-6kHw7c,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,Begini Reaksi Ferdy Sambo Saat Hakim Vonis Hukuman Mati,"Inilah momen saat Majelis Hakim memvonis hukuman mati kepada Ferdy Sambo dalam kasus pembunuhan berencan terhadap Nofriansyah Yosua Hutabarat.
Sidang vonis hukuman Ferdy Sambo digelar di Pengadilan Negeri Jakarta Selatan pada Senin (13/2/2023).

Hakim menyebut, Ferdy Sambo terbukti secara sah dan meyakinkan bersalah melakukan tindak pidana turut serta melakukan  pembunuhan dan tanpa hak melakukan perbuatan yang barakibat sistem elektronik tidak bekerja sebagaimana mestinya yang dilakukan bersama-sama.

Suara riuh dari peserta sidang terdengar di persidangan saat vonis tersebut dibacakan.
Namun, tidak bagi Ferdy Sambo, ia hanya terdiam dan berusaha bersikap tenang saat hakim Wahyu Iman Santoso membacakan vonis mati kepada dirinya.

Sebelumnya, JPU telah menuntut Ferdy Sambo hukuman pidana penjara seumur hidup dalam kasus dugaan pembunuhan berencana dan obstruction of justice atau perintangan penyidikan kasus Brigadir J.

Namun, Ferdy Sambo sempat meminta hakim membeskannya dari segala hukuman dan meminta nama baiknya untuk dipulihkan.

Simak selengkapnya dalam video berikut.

Penulis Naskah: Putri Aulia
Video Editor: Putri Aulia
Produser: Ira Gita Natalia Sembiring
Musik: Kurt - Cheel

#JernihkanHarapan #VonisFerdySambo #VonismatiFerdySambo











Artikel ini bisa dilihat di : https://video.kompas.com/watch/255435/begini-reaksi-ferdy-sambo-saat-hakim-vonis-hukuman-mati",2023-02-13T09:25:49Z,PT3M48S,1287428,7444,0,2417
mxOhReqb3NY,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,ANAK FERDY SAMBO Keciduk Jenguk Putri Candrawathi di Kejagung Jadi Sorotan Warganet,"TRIBUN-MEDAN.com – Mendadak anak Ferdy Sambo jadi sorotan publik di media sosial, lantaran ia terpantau menjenguk orang tuanya di Kejaksaan Agung.

Hal ini diketahui melalui video yang beredar di media sosial Instagram.

Dalam video tersebut, terlihat anak Ferdy Sambo yang bernama Trisha mengenakan pakaian berwarna hitam dan didampingi oleh seorang wanita dan pria yang disebut ajudan.

Tampak juga seorang pria yang berpakaian dinas Kejagung yang sedang terlibat dalam obrolan tersebut.

Baca selengkapnya di www.tribun-medan.com
https://medan.tribunnews.com/2022/11/09/anak-ferdy-sambo-keciduk-jenguk-putri-candrawathi-di-kejagung-jadi-sorotan-warganet",2022-11-09T05:48:47Z,PT57S,1237339,9150,0,1610
9pFueEMeB4k,UCzl0OrB3-ehunyotIQvK77A,METRO TV ,"Terindikasi Beri Kesaksian Palsu, Susi ART Ferdy Sambo","MetroTV, Susi selaku Asisten Rumah Tangga Ferdy Sambo diancam akan diproses pidana oleh Majelis Hakim lantaran memberikan keterangan yang berubah-ubah dalam persidangan dengan terdakwa Richard Eliezer Pudihang Lumiu alias Bharada E, Senin (31/10/2022).

Hakim menanyakan kronologi kejadian di Magelang kepada Susi, tetapi Susi kerap memberikan jawaban yang berubah-ubah. Hal tersebut membuat Majelis Hakim geram mencecar Susi agar dapat memberikan jawaban secara cepat.

#Metrotv #richardeliezer #sidangsambo #ferdysambo #art #kesaksianpalsu #ferdysambo",2022-10-31T06:40:13Z,PT16M21S,1197335,8260,0,3016
FgUBQTEY_3M,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Reaksi Ferdy Sambo Lihat Rekaman CCTV Putri Naik Lift dengan Kuat, Tertunduk sampai Lepas Kacamata","BACA SELENGKAPNYA https://video.tribunnews.com/view/517945/reaksi-ferdy-sambo-lihat-rekaman-cctv-putri-naik-lift-dengan-kuat-tertunduk-sampai-lepas-kacamata

TRIBUN-VIDEO.COM - Dalam sidang kasus pembunuhan Brigadir J, majelis hakim terlihat tahu betul ada yang tak beres dari rekaman CCTV yang diterima ahli digital forensik.

Hal ini lantaran dari setidaknya 53 rekaman CCTV namun sudah tersimpan dalam Flashdisk.

Ahli digital forensik yang dihadirkan menjadi saksi pun mengaku tak menerima DVR CCTV tersebut.

Host : Siska Mawaski
Vp : Dedhi Ajib Ramadhani

#beritaterbaru #beritaterkini #beritaviral #live #breakingnews",2022-12-21T07:13:42Z,PT3M19S,1186742,3128,0,1610
JSWEhyphYuQ,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,BREAKING NEWS! Ferdy Sambo Tersangka Pembunuhan Brigadir J,"Sahabat Kompas TV, jangan lupa like, comment, dan subscribe channel YouTube Kompas TV, juga aktifkan lonceng notifikasi agar tidak ketinggalan update mengenai isu-isu terkini di Indonesia.

Jangan lewatkan live streaming Kompas TV 24 jam non stop di https://www.kompas.tv/live. 

Sahabat Kompas TV juga bisa memperoleh informasi terkini melalui website: www.kompas.tv

Media sosial Kompas TV: 
Facebook: https://www.facebook.com/KompasTV 
Instagram: https://www.instagram.com/kompastv 
Twitter: https://twitter.com/KompasTV 
LINE: https://line.me/ti/p/%40KompasTV

#beritahariini #kompastv #ferdysambotersangka

(CC:EM)",2022-08-09T11:56:19Z,PT11M31S,1144015,15009,0,6438
JfwMWCFPZPY,UCMzeVf1cGe6RSK0Olh8AVtw,GenPI co,Hubungan Di Antara Ferdy Sambo dan Fadil Imran,,2022-08-23T23:43:36Z,PT15S,1136196,4167,0,301
dGTecG5M9qo,UCdygRiDGTM9kjc-7hrrB-7Q,Harian Surya,"Terkuak Alasan Ferdy Sambo Tembak Brigadir J? Disebut Bocor ke Publik, Pakar Sudah Sadari Kebohongan","VP: Rendra Kurniawan

Jakarta, Surya.co.id

Alasan Irjen Ferdy Sambo tembak Brigadir J kini dipertanyakan publik.

Namun, Menko Polhukam Mahfud MD mengatakan bahwa alasan Irjen Ferdy Sambo tembak Brigadir J sudah didengar publik.

Di sisi lain, pakar mikro ekspresi sudah sadari kebohongan Irjen Ferdy Sambo.

Irjen Ferdy Sambo juga merekayasa adanya peristiwa baku tembak dan juga diduga berupaya menghilangkan CCTV.

Tapi, Irjen Ferdy Sambo tampaknya masih enggan blak-blakan terkait motif apa yang ia gunakan saat menghabisi Brigadir J.

Sebab diakui Kapolri Jenderal Polisi Listyo Sigit Prabowo, motif pembunuhan berencana itu masih ditelisik.

Kendati demikian, fakta soal motif tersebut sejatinya sudah diketahui aparat penegak hukum dan disebut bocor ke publik.

Hal itu seperti kata Menko Polhukam, Mahfud MD yang membocorkan kisi-kisi perihal motif Irjen Ferdy Sambo membunuh Brigadir J.

Mahfud MD mengistilahkan kasus kematian Brigadir J seperti orang hamil yang mau melahirkan tapi sulit. Terpaksa harus operasi caesar. Prosesnya lama, kontraksi terjadi terus,"" ujar Mahfud MD.

Tapi akhirnya kata Mahfud MD, Kapolri bisa mengeluarkan bayi dengan selamat.

Saat ditanya wartawan terkait motif pembunuhan Brigadir J, Mahfud MD enggan berterus terang.

Namun, Mahfud MD memberikan sedikit bocoran.

Ternyata motif pembunuhan berencana yang dilakukan Irjen Ferdy Sambo terhadap Brigadir J adalah karena hal bersifat dewasa alias 18 tahun ke atas (18+)

""Soal motif, biar nanti dikonstruksi hukumnya, karena sensitif mungkin hukumnya dan hanya boleh didengar orang-orang dewasa. Apa itu motifnya? kan sudah sering didengar masyarakat,"" ujar Mahfud MD.

Berita selengkapnya: https://www.google.com/amp/s/bogor.tribunnews.com/amp/2022/08/11/cinta-segiempat-muncul-di-kasus-tewasnya-brigadir-j-oleh-ferdy-sambo-mahfud-md-ungkap-bocoran-info

WEBSITE: 
http://surabaya.tribunnews.com/ 

Instagram:
http://instagram.com/suryaonline

Facebook:
https://www.facebook.com/SURYAonline/

#hariansurya
#suryaonline",2022-08-11T02:27:38Z,PT1M51S,1123828,4752,0,1434
VkeOOgggu1o,UCzl0OrB3-ehunyotIQvK77A,METRO TV ,Ferdy Sambo Bertanya ke Bharada E: Berani Kamu Tembak Yosua? Siap Komandan!! #shorts,"MetroTV, Sidang perdana Richand Eliezer terkait kasus pembunuhan berencana Brigadir Nopriansyah Yosua Hutabarat (Brigadir J) hari ini di PN Jakarta Selatan, Selasa 18 Oktober 2022.

Saksi Fery Sambo mengutarakan niat jahatnya dengan bertanya kepada terdakwa Richard Eliezer Pudihang Lumiu ""Berani Kau tembak Yosua?"" Atas pertanya Saksi Ferdy Sambo Tersebut lalu terdakwa Richard Eliezer Pudihang Lumiu menyatakan kesediannya ""Siap Komandan!!"" Mendengan kesedian dan kesiap terdakwa Richard Eliezer Pudihang Lumiu untuk menembak Nopriansyah Yosua Hutabarat lalu saksi Fedy Sambo langsung menyerahkan satu kotak peluru 9mm Richard Eliezer Pudihang di saksikan oleh saksi Putri Candrawathi dimana satu kotak peluru 9mm tersebut telah di persiapkan untuk digunakan merampas nyawa korban Nopriansyah Yosua Hutabarat

#metrotv 
#sidangsambocs
#ferdysambo
#richandeliezer
#brigadirj
#sambopnjaksel",2022-10-18T03:44:55Z,PT54S,1101033,10419,0,664
OyVMbR000SY,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,5 Kebohongan Irjen Ferdy Sambo yang Akhirnya Terbongkar,"Irjen Ferdy Sambo telah ditetapkan sebagai tersangka kasus dugaan pembunuhan berencana terhadap Brigadir J.
Butuh waktu sekitar satu bulan untuk polisi mengungkap Sambo sebagai otak dari pembunuhan anak buahnya.
Peristiwa yang terjadi sebenarnya ternyata berbeda jauh dengan narasi Sambo di awal.
Kasus kematian Brigadir J pun kini mulai menemui titik terang.

Berikut Kompas.com rangkum 5 kebohongan Irjen Ferdy Sambo yang akhirnya terbongkar.

Simak selengkapnya dalam video berikut.

Video Jurnalis: Pramulya Sadewa, Claudia Aviolola,
Penulis: Fitria Chusna Farisa

Penulis Naskah: Fathira Deiza A

Narator: Fathira Deiza A

Video Editor: Bernard Siahaan

Produser: Rose Komala Dewi

Music: Lands Unknown by Futuremono, Savior Search by DJ Freedem

#JernihkanHarapan #KebohonganFerdySambo #KasusBrigadirJ


Artikel ini bisa dilihat di : https://video.kompas.com/watch/170497/5-kebohongan-irjen-ferdy-sambo-yang-akhirnya-terbongkar",2022-08-13T03:52:22Z,PT3M47S,1086759,5561,0,858
JmGB8xEJri4,UCwnth5d26KTvEGhbQQUfFgw,PETUALANG DAN EXPLORE ,"SERAM❗INILAH KONDISI TERKINI RUMAH KOSONG JENDERAL FERDY SAMBO DI 2025 , ADA MOBIL PUTIH DIDALAM","Assalamualaikum warahmatullahi wabarokatuh 
Salam sejahtera salam bhinneka tunggal Ika 

Ok ges kali ini saya berkunjung kerumah dinasnya Ferdy Sambo di komplek perumahan polri duren tiga Jakarta Selatan 
Untuk melihat kondisi terkini nya setelah kejadian tragedi pemb.berencana 2,5 tahun yang lalu .
Tampak masih kosong dan terkesan horor dan auranya beda 
Dan terlihat juga ada satu mobil 4WD terparkir di belakang rumah ini ..kira kira itu mobil siapa ??? 

Ok simak aja videonya sampe tuntas dan jangan lupa ya
Klik tombol SUCBCRIBE, LIKE KOMEN DAN SHARE OK 
TERIMA KASIH....

#ferdysambo #ferdysamboterbaru #walkingtourjakarta 
#jakartahariini #walkingtour #ferdysambodanbrigadirj 
#ferdysambotersangka #petualangexplore

TONTON JUGA KONDISI MALAM HARINYA
RUMAH DINAS INI SANGAT HOROR TANPA LAMPU 

👉 https://youtu.be/dOfm3fMGLW4",2025-01-24T03:30:08Z,PT10M28S,1099397,5845,0,746
r4_bQ_JjH-0,UCOCLjtNu5kZ0TnfqwSZIAHg,Planet Kering,KABAR TERBARU FERDY SAMBO #ferdysambo #polisi #viral,"Pada video kali ini kami membahas tentang kabar terbaru mantan kadiv propam ferdy sambo

Jangan lupa dukung channel ini dengan cara Subscribe, Like dan Comment untuk lebih banyak lagi video dari channel Planet Kering. Terima Kasih",2025-02-14T03:15:03Z,PT18S,1341931,14259,0,959
xkuQRjpmX8w,UCK1Kuy7v_dXDkRmwCXMGgbA,Dunia Politik ,Hubungan Istri Ferdy Sambo Dengan Ajudan Ternyata Sudah 14 Tahun,,2025-08-02T09:41:55Z,PT9S,3707327,3347,0,39
xcMCAcqfvDM,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,Hasil Sidang Putusan: Ferdy Sambo Divonis Hukuman Mati!,"JAKARTA, KOMPAS.TV - Ferdy sambo, terdakwa kasus pembunuhan Brigadir Nofriansyah Yosua Hutabarat atau Brigadir J, divonis hukuman mati.

Majelis hakim menjelaskan, putusan sudah berdasarkan hasil pemeriksaan berkas dan surat-surat yang berkaitan dengan kasus perkara ini.

""Menjatuhkan pidana kepada terdakwa dengan pidana mati,"" ujar Wahyu Iman Santoso, Senin (13/2/2023).

Baca Juga Hakim: Unsur Pembunuhan Berencana Brigadir J oleh Ferdy Sambo Terpenuhi, Sangat Rapi dan Sistematis di https://www.kompas.tv/article/377961/hakim-unsur-pembunuhan-berencana-brigadir-j-oleh-ferdy-sambo-terpenuhi-sangat-rapi-dan-sistematis

Selain itu, putusan juga ditetapkan berdasarkan hasil mendengarkan keterangan saksi, ahli, dan pihak-pihak terkait; serta penjelasan, bukti-bukti, dan tuntutan pidana ataupun perdata terhadap terdakwa.

Majelis hakim tidak luput mempertimbangkan paparan penasihat hukum terdakwa dan argumen terdakwa pribadi dalam persidangan.

Video editor: Vila Randita

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/378008/hasil-sidang-putusan-ferdy-sambo-divonis-hukuman-mati",2023-02-13T08:31:07Z,PT51S,960782,6259,0,1730
FnDxKx77mTo,UCy2Btvc-6CIXnEneOLh0PLg,Mrs. Jahad,#shorts hakim morgan simanjuntak disidang ferdy sambo #focusnews,terimakasih♡,2022-10-13T11:25:59Z,PT16S,918966,4253,0,94
-3eqMUUTprU,UCK1Kuy7v_dXDkRmwCXMGgbA,Dunia Politik ,Terungkap Hubungan Istri Ferdi Sambo Dan Mantan Ajudan,,2025-07-20T11:03:59Z,PT11S,3226102,4253,0,50
F1oiN656Hys,UCdOovgmIPfj9a-o3VP5i2_g,MerdekaDotCom,TANPA KOMPROMI! Kadiv Propam Irjen Ferdy Sambo Babat Habis Anggota Nakal,"MERDEKA.COM - Kadiv Propam Irjen Ferdy Sambo mengingatkan anggotanya untuk taat pada peraturan. Dia bakal menindak tegas anggota yang melakukan pelanggaran.

Ferdy tidak akan kompromi jika ada yang melakukan pemerasan dan menerima gratifikasi. Selain itu, Ferdy juga menyinggung soal penggunaan media sosial yang tidak sesuai ketentuan.

Sumber video:
- https://www.instagram.com/p/Ce_Ixo7sGNJ/

----

MORE VIDEOS: https://video.merdeka.com/

Produced by https://www.merdeka.com
KLN Apps ► http://www.kln.id/apps/

----
Youtube ► https://www.youtube.com/merdekacomvideonews
Vidio ► https://www.vidio.com/@merdeka
Twitter ► https://twitter.com/merdekadotcom
Facebook ► https://www.facebook.com/MDKcom
Telegram ► https://t.me/merdekacomnewsupdate",2022-06-20T01:57:58Z,PT2M45S,881612,3700,0,2579
yAm-t4VNliE,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,Sambo dan Eliezer Saling Bantah Soal Penembakan Yosua di Persidangan,"JAKARTA, KOMPAS.TV - Dua terdakwa pembunuhan berencana terhadap Nofriansyah Yosua Hutabarat atau Brigadir J itu saling tuding sekaligus saling bantah soal kematian Yosua.

Terdakwa Ferdy Sambo menegaskan tidak ikut menembak Nofriansyah Yosua Hutabarat alias Brigadir J ketika insiden penembakan di rumah dinas Komplek Perumahan Polri, Duren Tiga, Jakarta Selatan.

Klaim itu disampaikan Sambo, saat hadir sebagai saksi dalam perkara dugaan pembunuhan berencana Brigadir J atas terdakwa Richard Eliezer, Kuat Maruf, dan Ricky Rizal.

Baca Juga Bela Kesaksian Eliezer, Ronny Talapessy: Sambo Maju ke Depan, Tembak Yosua di https://www.kompas.tv/article/360378/bela-kesaksian-eliezer-ronny-talapessy-sambo-maju-ke-depan-tembak-yosua

Sementara itu, di depan hakim, Bharada E dengan tegas menyatakan, Ferdy Sambo memerintahkan dirinya untuk membunuh dengan menembak Brigadir J. Bahkan, ia menyebut Sambo lah yang memberikan senjata jenis pistol kepada dirinya.

Kemudian Ferdy Sambo mengelak, ia membantah keterangan dari Bharada E tersebut. Ia bahkan menuding apa yang dikatakan Eliezer adalah keterangan palsu karena tidak sesuai fakta.

Video editor: Bara Bima Hardika

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/361817/sambo-dan-eliezer-saling-bantah-soal-penembakan-yosua-di-persidangan",2022-12-25T11:27:34Z,PT4M53S,883677,4519,0,681
ui8HYFjXUss,UCdOovgmIPfj9a-o3VP5i2_g,MerdekaDotCom,"FERDY SAMBO ""NGEMIS"" JABATAN, Viral Video Lawas saat di Polda Metro Jaya #merdekadotcom #ferdysambo",,2022-08-23T14:09:56Z,PT55S,853718,7093,0,1109
VlkJ9p0imSY,UCemzw-XZm0Xf5M3XW9Qg4kg,Ragam senapan,Ferdy sambo terjebak pertanyaan Hakim#shorts,,2022-12-17T15:51:42Z,PT53S,846222,10891,0,855
h2M8ktkCeCo,UCu9g2ID__kol_6aqQJTn9kg,Tribun Pontianak,®️ 🔴 Ternyata Wanita Ini Cinta Pertama Irjen Ferdy Sambo,"Putri Candrawathi (PC), istri Irjen Ferdy Sambo, resmi menjadi tersangka dalam kasus dugaan pembunuhan berencana terhadap Nofriansyah Yosua Hutabarat atau Brigadir J. 
Dikutip dari Kompas.com, sosok Putri pertama kali dikenal publik secara luas lantaran kasus kematian Brigadir J. 
Wanita berusia sekitar 49 tahun tersebut merupakan anak dari seorang pensiunan jenderal TNI dengan pangkat Brigadir Jenderal (Brigjen) atau jenderal bintang satu.
Dalam dunia pendidikan, Putri mengenyam pendidikan kedokteran dan memiliki gelar sebagai Dokter Gigi.

Putri adalah wanita keturunan Bali, tetapi tinggal di beberapa lokasi berbeda akibat mengikuti ayahnya bertugas. 
Saat SMP, Putri bersekolah di SMP Negeri 6 Makassar dan pertama kali bertemu dengan Ferdy Sambo. 
Teman dekat Putri dan Ferdy Sambo, Agussalim Narwis, mengatakan bahwa hubungan asmara keduanya sudah terjalin sejak di SMP.

Putri ternyata cinta pertamanya Ferdy Sambo. Mereka pacaran sejak SMP, yakni di SMPN 6 Makassar.

Namun, setamat SMP, Putri dan Ferdy Sambo berpisah karena Putri harus mengikuti ayahnya untuk bertugas ke Pulau Jawa.
Jika Putri ikut bapaknya yang pindah tugas. Ferdy masuk SMA 1 Makassar.
Agussalim mengungkapkan bahwa keduanya kemudian bertemu kembali setelah Ferdy Sambo menjadi polisi dan ditugaskan ke Pulau Jawa. 
Cinta pertama bersemi kembali, akhirnya mereka menikah.
Dari pernikahan mereka, Ferdy Sambo dan Putri telah dikaruniai empat orang anak.


#putri #candrawathi #tersangka #putricandrawathi #istri #irjen #ferdysambo #sambo #brigadirj #bharadae #update #terkini
Judul: Deep Inside
Artis: Global Genius
Tautan: https://business.facebook.com/creatorstudio/?tab=fm_sound_collection&sound_collection_tab=sound_tracks&reference=artist_attr&asset_id=760624727688520


Kumpulan video menarik, unik, viral, hiburan, dunia selebriti, gaya hidup, sport dan peristiwa terkini untuk Anda.

Simak berita selengkapnya di http://pontianak.tribunnews.com/
Simak Video Viral lainnya https://www.youtube.com/c/TribunSingkawang1

Follow us:

Instagram: https://www.instagram.com/tribunpontianak/
Facebook: https://www.facebook.com/TribunPontianakInteraktif/
Twitter: https://twitter.com/tribunpontianak
TikTok: tiktok.com/@tribunpontianak

Terima Kasih Telah Subscribe, Like, dan comment konten-konten menarik dari Kami.",2022-08-19T13:18:53Z,PT1M,845068,5302,0,411
